sample	segments	clonality	ploidy	purity	homozygousLoss	use	notes
NCI-H2228	129	0.137	3.779	0.98	0.1	TRUE	NA
NCI-H226	142	0.182	3.618	0.95	0.007	TRUE	NA
NCI-H2291	87	0.175	2.821	0.95	0.026	TRUE	NA
NCI-H23	115	0.185	2.932	0.95	0.002	TRUE	NA
NCI-H2342	271	0.218	4.76	0.95	0.016	FALSE	High prop. Non-integer; Oversegmentation
NCI-H2347	59	0.143	3.801	0.95	0.011	TRUE	NA
NCI-H2405	101	0.088	3.739	0.95	0.209	TRUE	NA
NCI-H2444	102	0.14	2.333	1	0.003	FALSE	Refit at higher ploidy failed to improve fit
NCI-H2452	119	0.158	3.276	0.95	0.06	TRUE	NA
NCI-H250	101	0.075	2.743	0.95	0.007	TRUE	NA
NCI-H28	90	0.13	3.776	0.98	0.029	TRUE	NA
NCI-H292	89	0.277	2.361	1	0.029	FALSE	High prop. Non-integer; Oversegmentation
NCI-H322M	205	0.16	2.216	0.95	0.075	TRUE	NA
NCI-H345	102	0.12	2.792	1	0.019	FALSE	High prop. Non-integer
NCI-H358	131	0.253	6.069	0.97	0.007	FALSE	High prop. Non-integer
NCI-H378	109	0.11	3.786	1	0.01	TRUE	NA
NCI-H441	203	0.145	2.728	0.95	0.1	TRUE	NA
NCI-H446	136	0.187	4.14	1	0	FALSE	High prop. Non-integer
NCI-H460	106	0.054	2.489	1	0.016	TRUE	NA
NCI-H508	115	0.174	4.203	0.95	0.025	TRUE	NA
NCI-H510A	272	0.064	2.765	0.95	0.006	TRUE	NA
NCI-H520	298	0.192	2.631	0.95	0.026	TRUE	Oversegmentation
NCI-H522	113	0.051	2.482	0.95	0.048	TRUE	NA
NCI-H524	84	0.084	2.226	0.97	0.022	TRUE	NA
NCI-H526	161	0.077	3.008	0.95	NA	TRUE	NA
NCI-H596	152	0.207	2.932	1	0.003	FALSE	High prop. Non-integer
NCI-H630	203	0.178	2.835	0.95	0.013	TRUE	NA
NCI-H64	141	0.111	3.684	0.95	0.002	TRUE	NA
NCI-H647	205	0.225	4.147	1	0.095	FALSE	High prop. Non-integer
NCI-H650	238	0.196	4.582	0.95	0	FALSE	High prop. Non-integer; Oversegmentation
NCI-H660	176	0.205	4.21	1	0.077	FALSE	High prop. Non-integer
NCI-H661	237	0.239	4.487	1	0.015	FALSE	High prop. Non-integer; Oversegmentation
NCI-H69	159	0.073	1.605	0.97	0.1	TRUE	NA
NCI-H716	126	0.114	2.779	0.95	0.014	TRUE	NA
NCI-H720	166	0.053	2.074	0.95	0.03	TRUE	NA
NCI-H727	220	0.116	2.681	0.95	0.015	TRUE	NA
NCI-H747	73	0.097	2.972	0.95	0.032	TRUE	NA
NCI-H748	93	0.1	2.715	0.95	0.008	TRUE	NA
NCI-H810	226	0.101	2.58	0.95	0.026	TRUE	NA
NCI-H82	108	0.129	2.504	0.97	0.018	FALSE	High prop. Non-integer
NCI-H835	155	0.091	3.43	0.95	0.005	TRUE	NA
NCI-H838	224	0.086	2.262	0.95	0.235	TRUE	NA
NCI-H841	134	0.081	2.549	0.95	0.026	TRUE	NA
NCI-H929	77	0.07	1.893	0.95	0.017	TRUE	NA
NCI-N87	116	0.045	1.805	1	0.034	TRUE	NA
NCI-SNU-1	76	0.029	1.956	0.99	0.056	TRUE	NA
NCI-SNU-16	145	0.236	5.932	0.96	0.123	FALSE	High prop. Non-integer
NCI-SNU-5	158	0.193	4.015	0.95	0.024	TRUE	NA
NEC8	197	0.188	3.252	1	0.012	FALSE	High prop. Non-integer; Oversegmentation
NH-12	67	0.036	1.954	0.99	0.007	TRUE	NA
NKM-1	51	0.037	1.97	0.95	0.04	TRUE	NA
NMC-G1	59	0.068	2.239	0.95	0.009	TRUE	NA
no-10	95	0.135	2.462	0.95	0.039	TRUE	NA
no-11	172	0.146	3.35	1	0.058	FALSE	High prop. Non-integer; Oversegmentation
NOMO-1	55	0.034	2.104	0.95	0.388	TRUE	NA
NOS-1	282	0.145	2.555	0.95	0.223	TRUE	Some oversegmentation
NU-DUL-1	186	0.095	1.984	1	0.039	TRUE	NA
NUGC-3	102	0.107	2.361	0.95	0.001	TRUE	NA
NUGC-4	105	0.114	2.458	1	0.012	TRUE	NA
NY	337	0.201	3.452	0.98	NA	FALSE	Oversegmentation
OAW-28	310	0.097	2.345	0.95	0.336	TRUE	NA
OAW-42	180	0.122	3.739	0.95	0.001	TRUE	NA
OC-314	97	0.09	2.967	0.95	0.004	TRUE	NA
OCI-AML2	57	0.031	2.08	0.99	0.011	TRUE	NA
OCI-AML3	72	0.066	2.035	1	0.016	TRUE	NA
OCI-AML5	67	0.067	2.123	1	0.006	TRUE	NA
OCI-LY-19	340	0.163	2.105	1	0.141	FALSE	Oversegmentation
OCI-M1	179	0.193	4.372	1	0.003	FALSE	High prop. Non-integer
OCUB-M	171	0.186	3.473	0.95	0.016	FALSE	High prop. Non-integer
OCUM-1	61	0.052	2.322	1	0.01	TRUE	NA
OE19	180	0.064	2.66	0.95	NA	TRUE	NA
OE21	152	0.08	3.131	0.95	0.043	TRUE	NA
OE33	198	0.239	3.062	0.95	0.02	FALSE	High prop. Non-integer; Oversegmentation
OMC-1	100	0.051	2.027	0.95	0.004	TRUE	NA
ONS-76	146	0.231	5.547	0.96	0.014	FALSE	High prop. Non-integer
OPM-2	121	0.114	3.334	0.95	0.028	TRUE	NA
OS-RC-2	73	0.15	2.955	0.95	0.083	TRUE	NA
OV-7	94	0.094	1.879	1	NA	TRUE	NA
OV-90	114	0.133	1.964	1	0.041	TRUE	NA
OVCAR-3	294	0.113	3.109	0.98	0.056	TRUE	NA
OVCAR-4	252	0.15	2.909	0.95	0.005	TRUE	NA
OVCAR-5	159	0.096	2.422	0.95	0.025	TRUE	NA
OVCAR-8	206	0.116	2.404	0.95	0.323	TRUE	NA
OVISE	171	0.054	2.895	1	0.006	TRUE	NA
OVK-18	54	0.055	2.126	1	0.005	TRUE	NA
OVKATE	120	0.056	1.97	0.95	0.005	TRUE	NA
OVTOKO	94	0.187	4.273	1	0.003	FALSE	High prop. Non-integer
P12-ICHIKAWA	144	0.163	3.702	1	0.019	TRUE	NA
P30-OHK	85	0.038	1.903	1	0.338	TRUE	NA
P31-FUJ	142	0.085	2.053	0.98	0.005	TRUE	Shattered chrom. 7
PA-1	44	0.045	1.966	1	0.001	TRUE	NA
PA-TU-8902	224	0.185	4.147	0.95	0.022	FALSE	High prop. Non-integer; Oversegmentation
PA-TU-8988T	165	0.142	2.92	1	0.034	TRUE	NA
PANC-02-03	184	0.255	4.904	0.98	0.001	FALSE	High prop. Non-integer
PANC-03-27	116	0.153	3.228	0.95	NA	TRUE	NA
PANC-04-03	100	0.174	3.689	1	0.006	FALSE	High prop. Non-integer
PANC-08-13	91	0.12	2.493	0.95	0.027	TRUE	NA
PANC-10-05	117	0.064	1.778	0.96	0.005	TRUE	NA
PC-14	167	0.172	3.35	0.95	0.1	FALSE	High prop. Non-integer; Oversegmentation
PC-3	225	0.256	5.134	1	NA	FALSE	High prop. Non-integer
PCI-38	275	0.183	2.795	0.98	0.019	FALSE	High prop. Non-integer
PF-382	61	0.09	3.927	0.95	0.091	TRUE	NA
PFSK-1	43	0.149	3.57	0.95	0.005	TRUE	NA
PL-21	310	0.233	4.014	0.96	0.007	FALSE	Oversegmentation
PL4	213	0.204	4.877	0.95	0.201	FALSE	High prop. Non-integer
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A01_437562	134	0.084	2.398	0.96	0.008	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A02_437560	102	0.103	2.463	1	0.023	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A03_437566	441	0.179	3.359	1	0.1	FALSE	Oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A04_437564	347	0.155	4.598	1	NA	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A05_437578	154	0.132	4.319	1	0.008	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A07_437582	434	0.126	3.049	1	0.2	FALSE	High prop. Non-integer; Oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A08_437580	121	0.201	5.329	0.95	0.029	FALSE	High prop. Non-integer
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A09_437570	251	0.081	2.299	0.98	0.071	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A10_437568	326	0.141	3.522	1	0.323	TRUE	Some oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A11_437574	243	0.139	3.336	1	0	TRUE	Some oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A12_437572	317	0.144	3.058	1	0.044	TRUE	Some oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B01_437540	130	0.083	1.958	1	0.035	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B02_437542	198	0.155	3.288	0.99	0.059	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B03_437536	251	0.215	5.115	1	0.009	FALSE	High prop. Non-integer; Oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B05_437532	76	0.043	1.937	1	0.055	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B07_437528	166	0.245	4.604	0.95	0.007	FALSE	High prop. Non-integer
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B08_437530	176	0.163	3.161	0.95	NA	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B09_437556	278	0.111	3.949	1	0.037	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B10_437558	182	0.094	1.942	1	0.006	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B11_437552	175	0.071	1.908	1	NA	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B12_437554	167	0.137	3.098	0.97	0.004	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C01_437548	97	0.218	4.691	1	0.012	FALSE	High prop. Non-integer
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C02_437550	85	0.176	3.285	1	0.005	FALSE	High prop. Non-integer
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C03_437544	283	0.096	2.594	1	0.255	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C04_437546	175	0.057	2.238	1	NA	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C05_437510	35	0.022	1.948	1	0.001	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C06_437508	185	0.17	4.339	1	0.029	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C07_437506	71	0.057	1.939	1	0.036	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C08_437504	144	0.215	4.166	0.95	0.428	FALSE	High prop. Non-integer
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C10_437500	54	0.078	1.993	0.95	0	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C11_437498	36	0.012	1.944	1	0.004	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C12_437496	195	0.081	2.99	1	0.325	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D01_437526	148	0.13	3.471	1	0.011	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D02_437524	159	0.103	2.743	0.97	0.011	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D03_437522	120	0.069	2.782	1	0.037	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D04_437520	111	0.057	1.564	1	0.104	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D06_437516	72	0.069	2.231	0.95	0.004	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D07_437514	254	0.128	3.288	1	0.005	FALSE	High prop. Non-integer; Oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D08_437512	33	0.02	2.012	1	0.003	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D09_437422	44	0.02	2	1	0.002	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D10_437420	100	0.09	2.059	1	NA	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D11_437418	82	0.061	1.977	1	0.06	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E01_437414	89	0.088	1.885	0.95	0.008	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E03_437410	222	0.107	2.491	0.95	0.014	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E04_437408	29	0.025	1.975	1	0.002	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E05_437406	63	0.227	4.227	1	0.012	FALSE	High prop. Non-integer
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E06_450456	63	0.015	1.997	1	0.048	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E07_437402	119	0.199	3.64	1	0	FALSE	Refit at higher ploidy failed to improve fit
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E08_437400	92	0.075	2.941	1	0.004	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E09_437398	74	0.037	1.824	1	0.375	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E10_437396	69	0.049	2.037	0.97	0.016	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E11_437394	104	0.065	1.905	1	0.014	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E12_437392	95	0.036	2.009	1	NA	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F01_437452	201	0.092	2.012	1	0.005	TRUE	Some oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F02_437454	141	0.098	1.892	1	0.02	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F03_437448	194	0.143	2.682	0.95	NA	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F05_437444	209	0.084	2.433	1	0.128	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F06_437446	118	0.279	5.22	1	0.015	FALSE	High prop. Non-integer
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F07_437440	176	0.09	2.8	0.95	0.003	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F08_437442	96	0.186	3.735	1	0.306	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F09_437436	71	0.178	5.926	1	0.002	TRUE	Refit at higher ploidy; Original ploidy 3; manual minimum 4; New ploidy 5.82
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F10_437438	57	0.036	1.997	1	0.004	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F11_437432	149	0.15	2.58	0.97	0.032	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F12_437434	210	0.16	2.412	1	0.173	TRUE	Some oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G01_437428	193	0.183	2.815	0.95	NA	FALSE	High prop. Non-integer
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G02_437430	179	0.1	2.732	1	0.101	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G03_437424	88	0.062	1.842	0.95	0.169	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G04_437426	222	0.174	4.547	1	0.009	FALSE	High prop. Non-integer; Oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G06_437480	88	0.092	3.011	1	0.004	TRUE	NA
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G08_437484	34	0.089	3.995	1	0	FALSE	High prop. Non-integer
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G09_437474	274	0.167	3.784	1	0.007	TRUE	Some oversegmentation
PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_H12_437494	270	0.19	3.478	0.96	0.59	FALSE	High prop. Non-integer; Oversegmentation
PSN1	137	0.163	3.939	1	NA	TRUE	NA
QGP-1	215	0.236	2.251	0.95	0.163	FALSE	High prop. Non-integer
QIMR-WIL	35	0.054	2.044	0.95	0.014	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A01_592730	123	0.193	4.8	0.95	0.02	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A02_592742	96	0.172	4.035	1	0.011	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A03_592670	299	0.169	3.365	0.96	0.535	TRUE	Refit at higher ploidy; Original ploidy 1.82; manual minimum 2.8; New ploidy 3.13
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A04_592752	65	0.12	3.197	1	0.019	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A05_592740	135	0.098	2.708	1	0.239	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A07_592700	100	0.168	3.615	1	0.089	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A08_592750	47	0.057	2.013	1	0.004	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A09_592760	71	0.197	3.438	1	0.015	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A11_592728	52	0.067	1.93	1	0.005	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A12_592732	152	0.106	2.198	1	0.007	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B02_592734	76	0.062	2.011	1	0.028	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B03_592764	49	0.043	1.968	1	0.005	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B04_592688	225	0.144	2.71	1	0.058	TRUE	Some oversegmentation
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B05_592744	53	0.059	1.9	1	0.019	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B06_592768	51	0.114	3.862	0.95	0.113	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B08_592666	54	0.159	5.62	0.95	0.002	FALSE	non-interleaving copy states
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B10_592800	117	0.134	4.208	0.97	0.112	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B11_592706	114	0.1	2.216	1	0.033	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B12_592788	110	0.223	5.389	0.95	0.007	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C01_592648	103	0.198	5.923	0.98	0.052	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C03_592658	130	0.119	2.703	0.96	0.234	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C05_592630	183	0.103	2.734	0.98	0.225	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C06_592770	171	0.215	2.45	1	0.012	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C09_592794	86	0.114	3.217	1	0	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C10_592628	75	0.096	3.795	1	0.003	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C11_592636	401	0.1	2.548	1	0.497	TRUE	Some oversegmentation
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C12_592634	126	0.144	3.243	1	NA	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D01_592776	77	0.148	3.827	1	0.003	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D02_592746	131	0.23	4.783	1	NA	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D03_592790	176	0.131	2.167	1	0.078	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D04_592756	209	0.233	3.669	1	0.015	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D05_592802	108	0.162	2.61	1	0.025	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D06_592686	105	0.072	1.947	1	0.031	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D07_592662	125	0.089	1.955	1	0.071	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D08_592620	312	0.11	2.951	0.95	NA	TRUE	Some oversegmentation
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D11_592748	46	0.132	3.239	0.99	0.223	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D12_592664	107	0.235	4.553	0.99	0.03	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E01_592680	56	0.225	4.492	0.97	0.005	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E02_592714	255	0.218	1.555	0.95	6.29	FALSE	High prop. Non-integer; Oversegmentation
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E03_592738	176	0.105	2.715	0.95	0.142	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E04_592716	204	0.093	2.143	1	NA	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E05_592792	76	0.266	4.012	0.95	0.012	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E06_592754	134	0.087	2.832	1	0.018	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E07_592708	249	0.161	3.051	0.96	0.103	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E08_592780	266	0.235	2.703	1	2.279	FALSE	High prop. Non-integer; Oversegmentation
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E09_592640	61	0.076	2.895	0.95	0.001	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E10_592668	132	0.108	2.679	0.98	0.043	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E11_592654	175	0.149	2.688	1	0	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F01_592782	34	0.056	2.03	1	0.001	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F02_592702	217	0.187	2.584	0.95	NA	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F03_592652	173	0.127	2.723	0.95	0.124	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F04_592808	45	0.065	2.225	1	0.008	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F07_592806	49	0.049	1.937	1	0.008	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F08_592698	142	0.108	1.995	0.98	0.328	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F09_592692	97	0.1	2.758	1	0.16	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F11_592724	160	0.124	2.327	0.95	NA	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G01_592656	100	0.218	4.093	0.95	0.052	FALSE	High prop. Non-integer
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G02_592624	98	0.048	1.922	1	0.028	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G04_592674	131	0.154	2.121	1	0.069	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G06_592642	68	0.106	2.469	0.97	0.016	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G07_592682	88	0.176	5.105	0.95	0	TRUE	Refit at higher ploidy; Original ploidy 2.38; manual minimum 3.5; New ploidy 4.91
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G08_592650	132	0.091	3.707	1	0.08	TRUE	NA
QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G09_592722	115	0.208	5.4	0.95	0.022	FALSE	High prop. Non-integer
Raji	45	0.042	1.995	0.95	0.026	TRUE	NA
Ramos-2G6-4C10	58	0.03	1.957	1	0.012	TRUE	NA
RCC-ER	53	0.132	2.116	0.95	0.003	TRUE	NA
RCC-JF	81	0.073	1.957	1	0.001	TRUE	NA
RCC10RGB	99	0.23	4.292	0.96	0.008	FALSE	High prop. Non-integer
RCH-ACV	241	0.178	2.096	1	0.004	FALSE	Oversegmentation
RCM-1	109	0.216	4.178	1	0.006	FALSE	High prop. Non-integer
RD	109	0.123	2.155	0.95	0.016	TRUE	NA
REH	70	0.022	1.962	1	0.115	TRUE	NA
RERF-GC-1B	300	0.072	2.643	0.98	0.442	TRUE	NA
RERF-LC-FM	73	0.087	3.516	0.95	0	TRUE	NA
RERF-LC-KJ	103	0.117	2.857	0.97	0.005	TRUE	NA
RERF-LC-MS	80	0.172	2.202	1	0.015	FALSE	Refit at higher ploidy failed to improve fit
RERF-LC-Sq1	167	0.231	4.08	0.95	NA	FALSE	High prop. Non-integer
RF-48	58	0.042	1.996	0.95	0.043	TRUE	NA
RH-1	218	0.105	2.991	0.95	0.022	TRUE	NA
RH-18	267	0.174	3.551	1	0.073	TRUE	Some oversegmentation
RH-41	179	0.142	3.258	1	0.007	TRUE	NA
RKN	159	0.174	4.6	1	0.009	FALSE	High prop. Non-integer
RKO	81	0.106	2.226	0.95	0.018	TRUE	NA
RL	76	0.137	2.945	0.95	0.024	FALSE	High prop. Non-integer
RL95-2	58	0.03	2.059	0.95	0.007	TRUE	NA
RMG-I	216	0.078	2.146	0.95	NA	TRUE	NA
RO82-W-1	93	0.206	1.956	1	0.058	FALSE	High prop. Non-integer
RPMI-2650	47	0.059	2.001	1	0.026	TRUE	NA
RPMI-6666	28	0.015	1.935	0.97	0.017	TRUE	NA
RPMI-7951	67	0.07	2.473	0.95	0.012	TRUE	NA
RPMI-8226	161	0.218	4.202	0.97	0.053	FALSE	High prop. Non-integer
RPMI-8866	61	0.016	2.028	0.96	0.011	TRUE	NA
RS4-11	83	0.06	2.019	1	0.184	TRUE	NA
RT-112	64	0.033	2.066	0.95	0.077	TRUE	NA
RT4	81	0.139	3.6	0.95	NA	TRUE	NA
RVH-421	145	0.208	3.028	0.95	0.005	TRUE	NA
RXF393	180	0.199	3.073	0.95	0.098	TRUE	NA
S-117	138	0.217	2.986	0.95	NA	FALSE	High prop. Non-integer
Saos-2	243	0.119	2.585	0.95	0.096	TRUE	NA
